Altrincham &#39;come & go&#39;|Location is: Unitarian Church|6|11:30:00|12:30:00|Sylvan Grove/Dunham Road, manchester, KS |39.0936111|-97.32138889999999
Day By Day|Location is: Day By Day|1|14:00:00|15:00:00|3419 So. Lincoln St (Storefront), Englewood, KS |37.0383622|-99.98346879999997
Day By Day|Location is: Day By Day|7|14:00:00|15:00:00|3419 So. Lincoln St (Storefront), Englewood, KS |37.0383622|-99.98346879999997
Day By Day 3|Location is: Day By Day|2|null|N/A|3419 So. Lincoln St (Storefront), Englewood, KS |37.0383622|-99.98346879999997
Day By Day 3|Location is: Day By Day|6|null|N/A|3419 So. Lincoln St (Storefront), Englewood, KS |37.0383622|-99.98346879999997
Freewheelers|Location is: Freewheelers|3|14:00:00|15:00:00|3425 S. Clarkson (Hosp. bsmt classrm), Englewood, KS |37.0383622|-99.98346879999997
Denver Young People|Location is: Denver Young People|2|14:00:00|15:00:00|2122 S. Lafayette (Ch rear), Denver, KS |39.011902|-98.48424649999998
Meditation Meeting|Location is: Meditation Meeting|6|14:00:00|15:00:00|1280 Vine St. (Ch), Denver, KS |39.011902|-98.48424649999998
Serenity Seekers|Location is: Serenity Seekers|2|14:00:00|15:00:00|400 S. Williams (Ch bsmt lib), Denver, KS |39.011902|-98.48424649999998
Denver Thursday Night 2|Location is: Denver Thursday Night|5|14:30:00|15:30:00|1660 Sherman St (Ch/Podium Callup), Denver, KS |39.011902|-98.48424649999998
New Freedom|Location is: New Freedom|4|14:00:00|15:00:00|620 Elizabeth St. (Ch school), Denver, KS |39.011902|-98.48424649999998
Review Our Day|Location is: Review Our Day|4|14:00:00|15:00:00|1290 Williams St. #104 (Comm Cntr), Denver, KS |39.011902|-98.48424649999998
Review Our Day|Location is: Review Our Day|2|14:00:00|15:00:00|1290 Williams St. #104 (Comm Cntr), Denver, KS |39.011902|-98.48424649999998
Honestidad|Location is: Honestidad|4|14:30:00|15:30:00|2320 E. 46th Ave. ( Bsmt), Denver, KS |39.011902|-98.48424649999998
Honestidad|Location is: Honestidad|3|14:30:00|15:30:00|2320 E. 46th Ave. ( Bsmt), Denver, KS |39.011902|-98.48424649999998
Honestidad|Location is: Honestidad|5|14:30:00|15:30:00|2320 E. 46th Ave. ( Bsmt), Denver, KS |39.011902|-98.48424649999998
Honestidad 2|Location is: Honestidad|1|14:00:00|15:00:00|2320 E. 46th Ave. ( Bsmt), Denver, KS |39.011902|-98.48424649999998
Honestidad|Location is: Honestidad|1|14:30:00|15:30:00|2320 E. 46th Ave. ( Bsmt), Denver, KS |39.011902|-98.48424649999998
Honestidad|Location is: Honestidad|7|14:30:00|15:30:00|2320 E. 46th Ave. ( Bsmt), Denver, KS |39.011902|-98.48424649999998
Honestidad|Location is: Honestidad|2|14:30:00|15:30:00|2320 E. 46th Ave. ( Bsmt), Denver, KS |39.011902|-98.48424649999998
Honestidad|Location is: Honestidad|6|14:30:00|15:30:00|2320 E. 46th Ave. ( Bsmt), Denver, KS |39.011902|-98.48424649999998
Detox Beginners|Location is: Detox Beginners|6|14:00:00|15:00:00|750 Delaware (Hospital 4th Fl. East), Denver, KS |39.011902|-98.48424649999998
Old Kent|Location is: Old Kent|6|20:00:00|21:00:00|400 S. Williams (Ch rear bsmt), Denver, KS |39.011902|-98.48424649999998
Mile High Disc.|Location is: Mile High Disc.|3|14:30:00|15:30:00|4751 Broadway (Salv Army), Denver, KS |39.011902|-98.48424649999998
AA Odrodzenie|Location is: AA Odrodzenie|1|null|N/A|2525 W. Evans Ave. (Polish 882-1038), Denver, KS |39.011902|-98.48424649999998
Happy Trudgers|Location is: Happy Trudgers|4|14:00:00|15:00:00|1820 Broadway (Ch. Annex bsmt.), Denver, KS |39.011902|-98.48424649999998
Jaywalkers|Location is: Jaywalkers|4|14:00:00|15:00:00|4905 E. Yale Ave. (Ch N door), Denver, KS |39.011902|-98.48424649999998
11th Chapter|Location is: 11th Chapter|4|14:00:00|15:00:00|4751 N. Broadway (Salv'n Army dining rm), Denver, KS |39.011902|-98.48424649999998
Still Sober|Location is: Still Sober|4|14:00:00|15:00:00|3025 W. 37th Ave. (Ch Rm 204), Denver, KS |39.011902|-98.48424649999998
Happy Trudgers|Location is: Happy Trudgers|3|14:00:00|15:00:00|1820 Broadway (Ch. Annex bsmt.), Denver, KS |39.011902|-98.48424649999998
That's Life|Location is: That's Life|3|14:00:00|15:00:00|2201 Dexter St. (Ch), Denver, KS |39.011902|-98.48424649999998
Tue. Nite Promises Disc.|Location is: Tue. Nite Promises Disc.|3|14:00:00|15:00:00|100 Colo Blvd (Ch, bsmt), Denver, KS |39.011902|-98.48424649999998
Sobriety|Location is: Sobriety|3|14:00:00|15:00:00|121 Acoma (Sobriety House bsmt) 722-5746, Denver, KS |39.011902|-98.48424649999998
Still Sober|Location is: Still Sober|3|14:00:00|15:00:00|3025 W. 37th Ave. (Ch Rm 204), Denver, KS |39.011902|-98.48424649999998
Happy Trudgers|Location is: Happy Trudgers|5|14:00:00|15:00:00|1820 Broadway (Ch. Annex bsmt.), Denver, KS |39.011902|-98.48424649999998
Still Sober|Location is: Still Sober|5|14:00:00|15:00:00|3025 W. 37th Ave. (Ch Rm 204), Denver, KS |39.011902|-98.48424649999998
11th Chapter|Location is: 11th Chapter|1|14:30:00|15:30:00|4751 N. Broadway (Salv'n Army dining rm), Denver, KS |39.011902|-98.48424649999998
No-Name Group|Location is: No-Name Group|7|14:30:00|15:30:00|400 S. Williams (Church, rear, N door), Denver, KS |39.011902|-98.48424649999998
Still Sober|Location is: Still Sober|7|14:00:00|15:00:00|3025 W. 37th Ave. (Ch Rm 204), Denver, KS |39.011902|-98.48424649999998
Happy Trudgers|Location is: Happy Trudgers|2|14:00:00|15:00:00|1820 Broadway (Ch. Annex bsmt.), Denver, KS |39.011902|-98.48424649999998
Still Sober|Location is: Still Sober|2|14:00:00|15:00:00|3025 W. 37th Ave. (Ch Rm 204), Denver, KS |39.011902|-98.48424649999998
Happy Trudgers|Location is: Happy Trudgers|6|14:00:00|15:00:00|1820 Broadway (Ch. Annex bsmt.), Denver, KS |39.011902|-98.48424649999998
Still Sober|Location is: Still Sober|6|14:00:00|15:00:00|3025 W. 37th Ave. (Ch Rm 204), Denver, KS |39.011902|-98.48424649999998
Puttin' Sober|Location is: Puttin' Sober|4|14:00:00|15:00:00|565 E. 70th Ave. #2-E (Ind Pk), Denver, KS |39.011902|-98.48424649999998
Puttin' Sober|Location is: Puttin' Sober|5|14:00:00|15:00:00|565 E. 70th Ave. #2-E (Ind Pk), Denver, KS |39.011902|-98.48424649999998
Midtowne on the Park|Location is: Midtowne on the Park|1|14:00:00|15:00:00|1290 Williams #103 (Community Cntr), Denver, KS |39.011902|-98.48424649999998
Puttin' Sober 2|Location is: Puttin' Sober|4|14:30:00|15:30:00|565 E. 70th Ave. #2-E (Ind Pk), Denver, KS |39.011902|-98.48424649999998
Toxic Shock|Location is: Toxic Shock|6|14:00:00|15:00:00|400 S. Williams (Ch. SE ramp door), Denver, KS |39.011902|-98.48424649999998
Roundtable|Location is: Roundtable|5|14:00:00|15:00:00|600 Gilpin St (Ch NW door, upstairs library), Denver, KS |39.011902|-98.48424649999998
Participation|Location is: Participation|5|14:00:00|15:00:00|3701 W. 50th Ave (Ch Bsmt), Denver, KS |39.011902|-98.48424649999998
Foundation of Willingness|Location is: Foundation of Willingness|1|14:00:00|15:00:00|3120 Irving St (Ch rear,bsmt), Denver, KS |39.011902|-98.48424649999998
Turning Point|Location is: Turning Point|2|14:00:00|15:00:00|3100 S. Sheridan Bl. (Ch), Denver, KS |39.011902|-98.48424649999998
Friends of Bill W.|Location is: Friends of Bill W.|2|14:00:00|15:00:00|700 S. Franklin St. (Ch), Denver, KS |39.011902|-98.48424649999998
Hampden East|Location is: Hampden East|2|14:00:00|15:00:00|8085 E. Hampden Ave. (Church), Denver, KS |39.011902|-98.48424649999998
Midweek Men's Group|Location is: Midweek Men's Group|4|14:30:00|15:30:00|1980 Dahlia St. (Ch, bsmt), Denver, KS |39.011902|-98.48424649999998
Puttin' Sober|Location is: Puttin' Sober|7|14:00:00|15:00:00|565 E. 70th Ave. #2-E (Ind Pk), Denver, KS |39.011902|-98.48424649999998
Green Light Tuesday|Location is: Green Light Tuesday|3|14:30:00|15:30:00|1350 Washington (Ch Common Rm), Denver, KS |39.011902|-98.48424649999998
Denver Thursday Night|Location is: Denver Thursday Night|5|14:00:00|15:00:00|1660 Sherman St (Ch/Podium Callup), Denver, KS |39.011902|-98.48424649999998
Guardian|Location is: Guardian|1|14:00:00|15:00:00|2695 S. Franklin St. (Ch), Denver, KS |39.011902|-98.48424649999998
Group 13|Location is: Group 13|2|14:00:00|15:00:00|2180 S. University Blvd (Ch, E door), Denver, KS |39.011902|-98.48424649999998
Denver Young People|Location is: Denver Young People|6|14:00:00|15:00:00|2122 S. Lafayette (Ch rear), Denver, KS |39.011902|-98.48424649999998
Sobriety|Location is: Sobriety|5|14:30:00|15:30:00|121 Acoma (Sobriety House bsmt) 722-5746, Denver, KS |39.011902|-98.48424649999998
Sobriety|Location is: Sobriety|6|14:00:00|15:00:00|121 Acoma (Sobriety House bsmt) 722-5746, Denver, KS |39.011902|-98.48424649999998
Wonderful Gift|Location is: Wonderful Gift|4|14:30:00|15:30:00|595 S. Clinton (Auditorium/ Aspen Rm), Denver, KS |39.011902|-98.48424649999998
Extended Hand|Location is: Extended Hand|1|null|N/A|620 Elizabeth St. (Ch sch bsmt cafeteria), Denver, KS |39.011902|-98.48424649999998
Puttin' Sober 2|Location is: Puttin' Sober|2|14:30:00|15:30:00|565 E. 70th Ave. #2-E (Ind Pk), Denver, KS |39.011902|-98.48424649999998
Park Hill Sobriety|Location is: Park Hill Sobriety|7|null|N/A|1980 Dahlia (Ch. bsmt), Denver, KS |39.011902|-98.48424649999998
Pathway|Location is: Pathway|4|14:00:00|15:00:00|1400 S. University (Ch. rear SE door), Denver, KS |39.011902|-98.48424649999998
Puttin' Sober|Location is: Puttin' Sober|3|14:00:00|15:00:00|565 E. 70th Ave. #2-E (Ind Pk), Denver, KS |39.011902|-98.48424649999998
Coming To|Location is: Coming To|3|14:45:00|15:45:00|1155 Cherokee St (detox dining rm), Denver, KS |39.011902|-98.48424649999998
Helpless No More|Location is: Helpless No More|3|14:00:00|15:00:00|777 Bannock St. (Detox -4th floor), Denver, KS |39.011902|-98.48424649999998
Gratitude|Location is: Gratitude|5|14:30:00|15:30:00|2400 S. Colo. Blvd. (Ch E door), Denver, KS |39.011902|-98.48424649999998
The Way Out|Location is: The Way Out|5|14:00:00|15:00:00|1155 Cherokee (Detox, Rm 103), Denver, KS |39.011902|-98.48424649999998
Bonanza|Location is: Bonanza|1|null|N/A|1111 S. Washington St. (Groc Str), Denver, KS |39.011902|-98.48424649999998
Puttin' Sober|Location is: Puttin' Sober|1|14:00:00|15:00:00|565 E. 70th Ave. #2-E (Ind Pk), Denver, KS |39.011902|-98.48424649999998
Southwest Group|Location is: Southwest Group|1|14:30:00|15:30:00|2500 S. Sheridan (Ch.Annex), Denver, KS |39.011902|-98.48424649999998
The Way Out|Location is: The Way Out|1|14:00:00|15:00:00|1155 Cherokee (Detox, Rm 103), Denver, KS |39.011902|-98.48424649999998
Puttin' Sober 3|Location is: Puttin' Sober|7|14:59:00|15:59:00|565 E. 70th Ave. #2-E (Ind Pk), Denver, KS |39.011902|-98.48424649999998
V.A. Early Birds|Location is: V.A. Early Birds|2|null|N/A|1055 Clermont St. (Hosp 3E #115), Denver, KS |39.011902|-98.48424649999998
Puttin' Sober|Location is: Puttin' Sober|2|14:00:00|15:00:00|565 E. 70th Ave. #2-E (Ind Pk), Denver, KS |39.011902|-98.48424649999998
V.A. Early Birds|Location is: V.A. Early Birds|6|null|N/A|1055 Clermont St. (Hosp 3E #115), Denver, KS |39.011902|-98.48424649999998
Puttin' Sober|Location is: Puttin' Sober|6|14:00:00|15:00:00|565 E. 70th Ave. #2-E (Ind Pk), Denver, KS |39.011902|-98.48424649999998
V.A. New Beginnings|Location is: V.A. New Beginnings|6|14:00:00|15:00:00|1055 Clermont (Hosp bsmt, auditorium), Denver, KS |39.011902|-98.48424649999998
It's Come To This|Location is: It's Come To This|2|14:00:00|15:00:00|6653 W. Chatfield Ave (Ch Annex), Littleton, KS |39.011902|-98.48424649999998
Sweet Sobriety|Location is: Sweet Sobriety|7|14:30:00|15:30:00|6673 W Chatfield (Ch upstairs), Littleton, KS |39.011902|-98.48424649999998
Men's Acceptance|Location is: Men's Acceptance|7|null|N/A|5707 S. Simms (Ch bsmt), Littleton, KS |39.011902|-98.48424649999998
Columbine Women|Location is: Columbine Women|4|14:30:00|15:30:00|6673 W. Chatfield Ave. (Ch annex), Littleton, KS |39.011902|-98.48424649999998
Amazing Promises|Location is: Columbine Women|6|14:30:00|15:30:00|6673 W. Chatfield Ave. (Ch annex), Littleton, KS |39.011902|-98.48424649999998
Serenity|Location is: Serenity|6|14:00:00|15:00:00|6400 S. University Blvd. (Church), Littleton, KS |39.011902|-98.48424649999998
Men's Home Group|Location is: Men's Home Group|4|14:00:00|15:00:00|3900 E.Arapahoe Rd (Salv Army Ch), Littleton, KS |39.011902|-98.48424649999998
Lilley Gulch|Location is: Lilley Gulch|4|14:00:00|15:00:00|7964 S Depew(Platte Canyon/Chatfield), Littleton, KS |39.011902|-98.48424649999998
Lilley Gulch|Location is: Lilley Gulch|3|14:00:00|15:00:00|7964 S Depew(Platte Canyon/Chatfield), Littleton, KS |39.011902|-98.48424649999998
Any Lengths|Location is: Any Lengths|3|14:00:00|15:00:00|5707 S. Simms St (Ch), Littleton, KS |39.011902|-98.48424649999998
Back To Basics|Location is: Back To Basics|1|14:00:00|15:00:00|6653 W. Chatfield (Ch annex), Littleton, KS |39.011902|-98.48424649999998
Depth and Weight|Location is: Depth and Weight|3|14:00:00|15:00:00|7964 S. Depew (Platte Canyon/Chatfield), Littleton, KS |39.011902|-98.48424649999998
Lilley Gulch|Location is: Lilley Gulch|2|14:00:00|15:00:00|7964 S Depew(Platte Canyon/Chatfield), Littleton, KS |39.011902|-98.48424649999998
Lilley Gulch|Location is: Lilley Gulch|6|14:00:00|15:00:00|7964 S Depew(Platte Canyon/Chatfield), Littleton, KS |39.011902|-98.48424649999998
Recovery at the Ranch|Location is: Recovery at the Ranch|5|14:30:00|15:30:00|7700 S. Broadway (Hospital), Littleton, KS |39.011902|-98.48424649999998
Daytimers|Location is: Daytimers|6|14:00:00|15:00:00|5894 S. Datura St. (Ch South door), Littleton, KS |39.011902|-98.48424649999998
It's In The Book|Location is: It's In The Book|4|14:30:00|15:30:00|7700 S. Broadway (Hosp Conf Rm #3-4), Littleton, KS |39.011902|-98.48424649999998
Lilley Gulch|Location is: Lilley Gulch|1|14:00:00|15:00:00|7964 S Depew(Platte Canyon/Chatfield), Littleton, KS |39.011902|-98.48424649999998
Any Lengths|Location is: Any Lengths|4|14:00:00|15:00:00|5707 S. Simms St (Ch), Littleton, KS |39.011902|-98.48424649999998
Depth and Weight|Location is: Depth and Weight|5|14:00:00|15:00:00|7964 S. Depew (Platte Canyon/Chatfield), Littleton, KS |39.011902|-98.48424649999998
Recovery at the Ranch|Location is: Recovery at the Ranch|3|14:30:00|15:30:00|7700 S. Broadway (Hospital), Littleton, KS |39.011902|-98.48424649999998
Lilley Gulch|Location is: Lilley Gulch|5|14:00:00|15:00:00|7964 S Depew(Platte Canyon/Chatfield), Littleton, KS |39.011902|-98.48424649999998
Any Lengths|Location is: Any Lengths|5|14:00:00|15:00:00|5707 S. Simms St (Ch), Littleton, KS |39.011902|-98.48424649999998
Babble On|Location is: Depth and Weight|1|null|N/A|7964 S. Depew (Platte Canyon/Chatfield), Littleton, KS |39.011902|-98.48424649999998
Any Lengths|Location is: Any Lengths|1|14:00:00|15:00:00|5707 S. Simms St (Ch), Littleton, KS |39.011902|-98.48424649999998
Lilley Gulch|Location is: Lilley Gulch|7|14:30:00|15:30:00|7964 S Depew(Platte Canyon/Chatfield), Littleton, KS |39.011902|-98.48424649999998
Chapter Five|Location is: Chapter Five|4|14:30:00|15:30:00|8801 Lipan St. (Arapahoe Hs), Thornton, KS |39.011902|-98.48424649999998
PHEONIX GROUP 2|Location is: PHEONIX GROUP|3|12:00:00|13:00:00|FRENCH QUARTER #208, WICHITA FALLS, KS |38.3340421|-96.54631560000001
PHEONIX GROUP|Location is: PHEONIX GROUP|1|20:00:00|21:00:00|FRENCH QUARTER #208, WICHITA FALLS, KS |38.3340421|-96.54631560000001
PHEONIX GROUP|Location is: PHEONIX GROUP|2|20:00:00|21:00:00|FRENCH QUARTER #208, WICHITA FALLS, KS |38.3340421|-96.54631560000001
PHEONIX GROUP|Location is: PHEONIX GROUP|3|20:00:00|21:00:00|FRENCH QUARTER #208, WICHITA FALLS, KS |38.3340421|-96.54631560000001
PHEONIX GROUP|Location is: PHEONIX GROUP|4|20:00:00|21:00:00|FRENCH QUARTER #208, WICHITA FALLS, KS |38.3340421|-96.54631560000001
PHEONIX GROUP|Location is: PHEONIX GROUP|5|20:00:00|21:00:00|FRENCH QUARTER #208, WICHITA FALLS, KS |38.3340421|-96.54631560000001
PHEONIX GROUP|Location is: PHEONIX GROUP|6|20:00:00|21:00:00|FRENCH QUARTER #208, WICHITA FALLS, KS |38.3340421|-96.54631560000001
PHEONIX GROUP|Location is: PHEONIX GROUP|7|20:00:00|21:00:00|FRENCH QUARTER #208, WICHITA FALLS, KS |38.3340421|-96.54631560000001
Sho-Gro|Location is: Sho-Gro|2|14:00:00|15:00:00|3701 W. 50th Ave (Ch bsmt, on Meade St.), Denver, KS |39.011902|-98.48424649999998
I've Had Enough|Location is: I've Had Enough|1|14:30:00|15:30:00|12099 Lowell Bl. (Ch), Broomfield, KS |39.011902|-98.48424649999998
I've Had Enough|Location is: I've Had Enough|7|14:30:00|15:30:00|12099 Lowell Bl. (Ch), Broomfield, KS |39.011902|-98.48424649999998
Ladies Choice|Location is: Ladies Choice|3|14:00:00|15:00:00|5510 W. 44th (rear 2nd fl) 424-9786, Wheat Ridge, KS |39.011902|-98.48424649999998
Step Sisters|Location is: Step Sisters|5|null|N/A|5510 W 44th Ave (rear,2nd fl) 424-9786, Wheat Ridge, KS |39.011902|-98.48424649999998
12 Steppers|Location is: 12 Steppers|4|14:00:00|15:00:00|5510 W. 44th Ave. (2nd Fl rear) 424-9786, Wheat Ridge, KS |39.011902|-98.48424649999998
11th Step Meeting|Location is: 11th Step Meeting|5|14:00:00|15:00:00|5510 W. 44th Ave. (2nd Fl rear), Wheat Ridge, KS |39.011902|-98.48424649999998
11th Step Meeting|Location is: 11th Step Meeting|6|null|N/A|5510 W. 44th Ave. (2nd Fl rear), Wheat Ridge, KS |39.011902|-98.48424649999998
Rockin' Recovery|Location is: Rockin' Recovery|5|14:00:00|15:00:00|5510 W. 44th (rear 2nd Floor) 424-9786, Wheat Ridge, KS |39.011902|-98.48424649999998
Mile High Speakers|Location is: Mile High Speakers|5|14:00:00|15:00:00|7125 W. 44th Ave. (Ch), Wheat Ridge, KS |39.011902|-98.48424649999998
Trans and Sober|Location is: Trans and Sober|1|14:00:00|15:00:00|3895 Upham St. (GIC center), Wheat Ridge, KS |39.011902|-98.48424649999998
Humpday Morning|Location is: 12 Steppers|4|null|N/A|5510 W. 44th Ave. (2nd Fl rear) 424-9786, Wheat Ridge, KS |39.011902|-98.48424649999998
Alano|Location is: Alano|4|14:00:00|15:00:00|5510 W. 44th Ave (rear 2nd fl) 424-9786, Wheat Ridge, KS |39.011902|-98.48424649999998
Alano 2|Location is: Alano|3|null|N/A|5510 W. 44th Ave (rear 2nd fl) 424-9786, Wheat Ridge, KS |39.011902|-98.48424649999998
Alano|Location is: Alano|3|14:00:00|15:00:00|5510 W. 44th Ave (rear 2nd fl) 424-9786, Wheat Ridge, KS |39.011902|-98.48424649999998
Eureka|Location is: Eureka|3|14:30:00|15:30:00|4643 Wadsworth (Detox 2nd Fl), Wheat Ridge, KS |39.011902|-98.48424649999998
Alano 2|Location is: Alano|5|null|N/A|5510 W. 44th Ave (rear 2nd fl) 424-9786, Wheat Ridge, KS |39.011902|-98.48424649999998
Sunday Morning|Location is: Ladies Choice|1|null|N/A|5510 W. 44th (rear 2nd fl) 424-9786, Wheat Ridge, KS |39.011902|-98.48424649999998
Alano|Location is: Alano|1|14:00:00|15:00:00|5510 W. 44th Ave (rear 2nd fl) 424-9786, Wheat Ridge, KS |39.011902|-98.48424649999998
Everett Group|Location is: Everett Group|1|14:30:00|15:30:00|4643 Wadsworth (Detox, 2nd Fl), Wheat Ridge, KS |39.011902|-98.48424649999998
Hang In There|Location is: Hang In There|7|null|N/A|5510 W.44th(upstairs rear)424-9786, Wheat Ridge, KS |39.011902|-98.48424649999998
Wayfarers|Location is: Wayfarers|7|14:00:00|15:00:00|5510 W.44th (2nd fl rear) 424-9786, Wheat Ridge, KS |39.011902|-98.48424649999998
Alano 2|Location is: Alano|2|null|N/A|5510 W. 44th Ave (rear 2nd fl) 424-9786, Wheat Ridge, KS |39.011902|-98.48424649999998
Alano|Location is: Alano|2|14:00:00|15:00:00|5510 W. 44th Ave (rear 2nd fl) 424-9786, Wheat Ridge, KS |39.011902|-98.48424649999998
H.O.W. Alano|Location is: H.O.W. Alano|2|14:00:00|15:00:00|5510 W. 44th Ave (rear 2nd fl), 424-9786, Wheat Ridge, KS |39.011902|-98.48424649999998
Alano 2|Location is: Alano|6|null|N/A|5510 W. 44th Ave (rear 2nd fl) 424-9786, Wheat Ridge, KS |39.011902|-98.48424649999998
Alano|Location is: Alano|6|14:00:00|15:00:00|5510 W. 44th Ave (rear 2nd fl) 424-9786, Wheat Ridge, KS |39.011902|-98.48424649999998
As We See It|Location is: Ladies Choice|6|14:00:00|15:00:00|5510 W. 44th (rear 2nd fl) 424-9786, Wheat Ridge, KS |39.011902|-98.48424649999998
Alano Big Book Buddies|Location is: Alano Big Book Buddies|4|14:00:00|15:00:00|5510 W 44th(rear 2nd fl)424-9786, Wheat Ridge, KS |39.011902|-98.48424649999998
Alano Men's Stag|Location is: Alano Men's Stag|2|14:30:00|15:30:00|5510 W 44th (rear 2nd fl) 424-9786, Wheat Ridge, KS |39.011902|-98.48424649999998
Wed Night Beginners|Location is: Wed Night Beginners|4|14:00:00|15:00:00|5510 W 44th, (2nd fl rear) 424-9786, Wheat Ridge, KS |39.011902|-98.48424649999998
10 AM Big Book Study|Location is: 10 AM Big Book Study|4|null|N/A|5510 W. 44th (Upstairs rear) 424-9786, Wheat Ridge, KS |39.011902|-98.48424649999998
10 AM Big Book Study|Location is: 10 AM Big Book Study|3|null|N/A|5510 W. 44th (Upstairs rear) 424-9786, Wheat Ridge, KS |39.011902|-98.48424649999998
Bring Your Big Book|Location is: Bring Your Big Book|1|14:30:00|15:30:00|5510 W 44th (rear), 424-9786, Wheat Ridge, KS |39.011902|-98.48424649999998
10 AM Big Book Study|Location is: 10 AM Big Book Study|2|null|N/A|5510 W. 44th (Upstairs rear) 424-9786, Wheat Ridge, KS |39.011902|-98.48424649999998
Subtle Insanity|Location is: Subtle Insanity|4|14:00:00|15:00:00|3810 Pierce St. (Summit Cntr), Wheat Ridge, KS |39.011902|-98.48424649999998
Adventures in Sobriety|Location is: Adventures in Sobriety|4|14:30:00|15:30:00|3400 Lutheran Pkwy, (TF Center), Wheat Ridge, KS |39.011902|-98.48424649999998
Go to Any Lengths|Location is: Go to Any Lengths|5|14:30:00|15:30:00|3400 Lutheran Pkwy (Hosp Rec Unit), Wheat Ridge, KS |39.011902|-98.48424649999998
Adventures in Sobriety|Location is: Adventures in Sobriety|7|14:00:00|15:00:00|3400 Lutheran Pkwy, (TF Center), Wheat Ridge, KS |39.011902|-98.48424649999998
Changing Women|Location is: Changing Women|5|14:30:00|15:30:00|9272 Ralston Rd (Plaza) 420-6560, Arvada, KS |39.011902|-98.48424649999998
Lady Jaywalkers|Location is: Lady Jaywalkers|4|19:45:00|20:45:00|13455 W. 58th Ave. (TF Fac), Arvada, KS |39.011902|-98.48424649999998
Arvada #1|Location is: Arvada #1|6|14:30:00|15:30:00|5725 Teller St. (Lion's Club), Arvada, KS |39.011902|-98.48424649999998
Sat Nite Speakers|Location is: Changing Women|7|14:00:00|15:00:00|9272 Ralston Rd (Plaza) 420-6560, Arvada, KS |39.011902|-98.48424649999998
Old Town Group|Location is: Old Town Group|3|null|N/A|5628 Olde Wadsworth (Storefront), Arvada, KS |39.011902|-98.48424649999998
Old Town Group|Location is: Old Town Group|1|null|N/A|5628 Olde Wadsworth (Storefront), Arvada, KS |39.011902|-98.48424649999998
Last Ride|Location is: Old Town Group|1|null|N/A|5628 Olde Wadsworth (Storefront), Arvada, KS |39.011902|-98.48424649999998
A New Day|Location is: A New Day|1|null|N/A|9272 Ralston Rd (Plaza), 420-6560, Arvada, KS |39.011902|-98.48424649999998
How It Works|Location is: How It Works|2|14:00:00|15:00:00|7195 Simms (Church), Arvada, KS |39.011902|-98.48424649999998
Big Bookaholics|Location is: Big Bookaholics|5|14:00:00|15:00:00|7195 Simms St. (Ch), Arvada, KS |39.011902|-98.48424649999998
Bottoms Up|Location is: A New Day|4|null|N/A|9272 Ralston Rd (Plaza), 420-6560, Arvada, KS |39.011902|-98.48424649999998
Pomona|Location is: Pomona|4|14:30:00|15:30:00|8300 Pomona Dr. (Ch.), Arvada, KS |39.011902|-98.48424649999998
Bottoms Up|Location is: A New Day|3|null|N/A|9272 Ralston Rd (Plaza), 420-6560, Arvada, KS |39.011902|-98.48424649999998
Recovery Hour|Location is: A New Day|3|14:30:00|15:30:00|9272 Ralston Rd (Plaza), 420-6560, Arvada, KS |39.011902|-98.48424649999998
Bottoms Up|Location is: A New Day|5|null|N/A|9272 Ralston Rd (Plaza), 420-6560, Arvada, KS |39.011902|-98.48424649999998
Recovery Hour|Location is: A New Day|5|14:30:00|15:30:00|9272 Ralston Rd (Plaza), 420-6560, Arvada, KS |39.011902|-98.48424649999998
Bottoms Up|Location is: A New Day|7|null|N/A|9272 Ralston Rd (Plaza), 420-6560, Arvada, KS |39.011902|-98.48424649999998
Bottoms Up|Location is: A New Day|2|null|N/A|9272 Ralston Rd (Plaza), 420-6560, Arvada, KS |39.011902|-98.48424649999998
Recovery Hour|Location is: A New Day|2|14:30:00|15:30:00|9272 Ralston Rd (Plaza), 420-6560, Arvada, KS |39.011902|-98.48424649999998
Bottoms Up|Location is: A New Day|6|null|N/A|9272 Ralston Rd (Plaza), 420-6560, Arvada, KS |39.011902|-98.48424649999998
Recovery Hour|Location is: A New Day|6|14:30:00|15:30:00|9272 Ralston Rd (Plaza), 420-6560, Arvada, KS |39.011902|-98.48424649999998
Bill's Brownbaggers|Location is: A New Day|4|14:00:00|15:00:00|9272 Ralston Rd (Plaza), 420-6560, Arvada, KS |39.011902|-98.48424649999998
Recovery Hour|Location is: A New Day|4|14:30:00|15:30:00|9272 Ralston Rd (Plaza), 420-6560, Arvada, KS |39.011902|-98.48424649999998
Bill's Brownbaggers|Location is: A New Day|3|14:00:00|15:00:00|9272 Ralston Rd (Plaza), 420-6560, Arvada, KS |39.011902|-98.48424649999998
Edgewater Beginners|Location is: Changing Women|3|14:30:00|15:30:00|9272 Ralston Rd (Plaza) 420-6560, Arvada, KS |39.011902|-98.48424649999998
Love and Unity|Location is: Love and Unity|3|14:30:00|15:30:00|7400 W. 80th Ave. (Ch), Arvada, KS |39.011902|-98.48424649999998
Bill's Brownbaggers|Location is: A New Day|5|14:00:00|15:00:00|9272 Ralston Rd (Plaza), 420-6560, Arvada, KS |39.011902|-98.48424649999998
Mixed Nuts|Location is: Mixed Nuts|5|14:30:00|15:30:00|6774 W.66th Ave (Ch), Arvada, KS |39.011902|-98.48424649999998
